package	load_name	status	version	library_dir	source_type	profile	message
testthat	testthat	MISSING			existing_library	library	不存在叫‘testthat’这个名称的程序包
textshaping	textshaping	OK	1.0.5	/usr/local/lib/R/site-library	cran;existing_library	core;library	
TH.data	TH.data	OK	1.1.5	/usr/local/lib/R/site-library	existing_library	library	
tibble	tibble	OK	3.3.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
tidybulk	tidybulk	MISSING			bioconductor	full	不存在叫‘tidybulk’这个名称的程序包
tidydr	tidydr	MISSING			existing_library	library	不存在叫‘tidydr’这个名称的程序包
tidyfst	tidyfst	MISSING			existing_library	library	不存在叫‘tidyfst’这个名称的程序包
tidygraph	tidygraph	OK	1.3.1	/usr/local/lib/R/site-library	existing_library	library	
tidymodels	tidymodels	MISSING			cran;existing_library	full;library	不存在叫‘tidymodels’这个名称的程序包
tidyomics	tidyomics	MISSING			bioconductor	full	不存在叫‘tidyomics’这个名称的程序包
tidyr	tidyr	OK	1.3.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
tidyselect	tidyselect	OK	1.2.1	/usr/local/lib/R/site-library	existing_library	library	
tidyseurat	tidyseurat	MISSING			github	full	不存在叫‘tidyseurat’这个名称的程序包
tidySpatialExperiment	tidySpatialExperiment	MISSING			bioconductor	full	不存在叫‘tidySpatialExperiment’这个名称的程序包
tidytext	tidytext	MISSING			existing_library	library	不存在叫‘tidytext’这个名称的程序包
tidytree	tidytree	OK	0.4.7	/usr/local/lib/R/site-library	existing_library	library	
tidyverse	tidyverse	MISSING			cran;existing_library	full;library	不存在叫‘tidyverse’这个名称的程序包
timechange	timechange	MISSING			existing_library	library	不存在叫‘timechange’这个名称的程序包
timeDate	timeDate	OK	4052.112	/usr/local/lib/R/site-library	existing_library	library	
timereg	timereg	OK	2.0.7	/usr/local/lib/R/site-library	existing_library	library	
tinytex	tinytex	OK	0.59	/usr/local/lib/R/site-library	cran;existing_library	full;library	
tokenizers	tokenizers	MISSING			existing_library	library	不存在叫‘tokenizers’这个名称的程序包
tools	tools	OK	4.6.0	/usr/lib/R/library	existing_library	library	
translations	translations	MISSING			existing_library	library	程序包‘translations’没有命名空间
treeio	treeio	OK	1.36.1	/usr/local/lib/R/site-library	existing_library	library	
treeshap	treeshap	MISSING			cran;existing_library	full;library	不存在叫‘treeshap’这个名称的程序包
TreeSummarizedExperiment	TreeSummarizedExperiment	OK	2.20.0	/usr/local/lib/R/site-library	existing_library	library	
truncnorm	truncnorm	MISSING			existing_library	library	不存在叫‘truncnorm’这个名称的程序包
tseries	tseries	MISSING			existing_library	library	不存在叫‘tseries’这个名称的程序包
TTR	TTR	MISSING			existing_library	library	不存在叫‘TTR’这个名称的程序包
tweenr	tweenr	OK	2.0.3	/usr/local/lib/R/site-library	existing_library	library	
tzdb	tzdb	OK	0.5.0	/usr/local/lib/R/site-library	existing_library	library	
UCSC.utils	UCSC.utils	MISSING			existing_library	library	不存在叫‘UCSC.utils’这个名称的程序包
UpSetR	UpSetR	MISSING			cran;existing_library	full;library	不存在叫‘UpSetR’这个名称的程序包
urca	urca	OK	1.3.4	/usr/local/lib/R/site-library	existing_library	library	
urlchecker	urlchecker	MISSING			existing_library	library	不存在叫‘urlchecker’这个名称的程序包
usethis	usethis	MISSING			cran;existing_library	full;library	不存在叫‘usethis’这个名称的程序包
utf8	utf8	OK	1.2.6	/usr/local/lib/R/site-library	existing_library	library	
utils	utils	OK	4.6.0	/usr/lib/R/library	existing_library	library	
uuid	uuid	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
uwot	uwot	OK	0.2.4	/usr/local/lib/R/site-library	existing_library	library	
vctrs	vctrs	OK	0.7.3	/usr/local/lib/R/site-library	existing_library	library	
vegan	vegan	OK	2.7.5	/usr/local/lib/R/site-library	existing_library	library	
VennDiagram	VennDiagram	MISSING			cran;existing_library	full;library	不存在叫‘VennDiagram’这个名称的程序包
VGAM	VGAM	MISSING			existing_library	library	不存在叫‘VGAM’这个名称的程序包
vipor	vipor	OK	0.4.7	/usr/local/lib/R/site-library	existing_library	library	
viridis	viridis	OK	0.6.5	/usr/local/lib/R/site-library	existing_library	library	
viridisLite	viridisLite	OK	0.4.3	/usr/local/lib/R/site-library	existing_library	library	
vroom	vroom	OK	1.7.1	/usr/local/lib/R/site-library	existing_library	library	
vscDebugger	vscDebugger	MISSING			existing_library	library	不存在叫‘vscDebugger’这个名称的程序包
vsn	vsn	MISSING			existing_library	library	不存在叫‘vsn’这个名称的程序包
waldo	waldo	MISSING			existing_library	library	不存在叫‘waldo’这个名称的程序包
whisker	whisker	MISSING			existing_library	library	不存在叫‘whisker’这个名称的程序包
withr	withr	OK	3.0.2	/usr/local/lib/R/site-library	existing_library	library	
wk	wk	MISSING			existing_library	library	不存在叫‘wk’这个名称的程序包
writexl	writexl	OK	1.5.4	/usr/local/lib/R/site-library	cran;existing_library	core;library	
WRS2	WRS2	MISSING			existing_library	library	不存在叫‘WRS2’这个名称的程序包
xfun	xfun	OK	0.58	/usr/local/lib/R/site-library	cran;existing_library	core;library	
xgboost	xgboost	OK	3.2.1.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
XML	XML	OK	3.99.0.23	/usr/local/lib/R/site-library	cran;existing_library	core;library	
xml2	xml2	OK	1.5.2	/usr/local/lib/R/site-library	existing_library	library	
xmlparsedata	xmlparsedata	MISSING			existing_library	library	不存在叫‘xmlparsedata’这个名称的程序包
xopen	xopen	MISSING			existing_library	library	不存在叫‘xopen’这个名称的程序包
xtable	xtable	MISSING			existing_library	library	不存在叫‘xtable’这个名称的程序包
xts	xts	MISSING			existing_library	library	不存在叫‘xts’这个名称的程序包
XVector	XVector	OK	0.52.0	/usr/local/lib/R/site-library	existing_library	library	
yaml	yaml	OK	2.3.12	/usr/local/lib/R/site-library	existing_library	library	
yulab.utils	yulab.utils	OK	0.2.4	/usr/local/lib/R/site-library	existing_library	library	
zCompositions	zCompositions	MISSING			existing_library	library	不存在叫‘zCompositions’这个名称的程序包
zeallot	zeallot	MISSING			existing_library	library	不存在叫‘zeallot’这个名称的程序包
zigg	zigg	MISSING			existing_library	library	不存在叫‘zigg’这个名称的程序包
zigguserDirectC	zigguserDirectC	MISSING			existing_library	library	不存在叫‘zigguserDirectC’这个名称的程序包
zigguserDirectCpp	zigguserDirectCpp	MISSING			existing_library	library	不存在叫‘zigguserDirectCpp’这个名称的程序包
zigguserHeaderCpp	zigguserHeaderCpp	MISSING			existing_library	library	不存在叫‘zigguserHeaderCpp’这个名称的程序包
zigguserHeaderRcpp	zigguserHeaderRcpp	MISSING			existing_library	library	不存在叫‘zigguserHeaderRcpp’这个名称的程序包
zip	zip	OK	2.3.3	/usr/local/lib/R/site-library	existing_library	library	
zlibbioc	zlibbioc	MISSING			existing_library	library	不存在叫‘zlibbioc’这个名称的程序包
zoo	zoo	OK	1.8.15	/usr/local/lib/R/site-library	existing_library	library	
