package	load_name	status	version	library_dir	source_type	profile	message
tidyseurat	tidyseurat	OK	0.8.10	/opt/mobior-full/site-library	github	full	
tidySpatialExperiment	tidySpatialExperiment	OK	1.8.0	/opt/mobior-full/site-library	bioconductor	full	
tidytext	tidytext	OK	0.4.3	/opt/mobior-full/site-library	existing_library	library	
tidytree	tidytree	OK	0.4.7	/usr/local/lib/R/site-library	existing_library	library	
tidyverse	tidyverse	OK	2.0.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
timechange	timechange	OK	0.4.0	/opt/mobior-full/site-library	existing_library	library	
timeDate	timeDate	OK	4052.112	/usr/local/lib/R/site-library	existing_library	library	
timereg	timereg	OK	2.0.7	/opt/mobior-full/site-library	existing_library	library	
tinytex	tinytex	OK	0.59	/usr/local/lib/R/site-library	cran;existing_library	full;library	
tokenizers	tokenizers	OK	0.3.0	/opt/mobior-full/site-library	existing_library	library	
tools	tools	OK	4.6.0	/usr/lib/R/library	existing_library	library	
translations	translations	MISSING			existing_library	library	程序包‘translations’没有命名空间
treeio	treeio	OK	1.36.1	/usr/local/lib/R/site-library	existing_library	library	
treeshap	treeshap	OK	0.4.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
TreeSummarizedExperiment	TreeSummarizedExperiment	OK	2.20.0	/usr/local/lib/R/site-library	existing_library	library	
truncnorm	truncnorm	OK	1.0.9	/opt/mobior-full/site-library	existing_library	library	
tseries	tseries	OK	0.10.61	/opt/mobior-full/site-library	existing_library	library	
TTR	TTR	OK	0.24.4	/opt/mobior-full/site-library	existing_library	library	
tweenr	tweenr	OK	2.0.3	/usr/local/lib/R/site-library	existing_library	library	
tzdb	tzdb	OK	0.5.0	/usr/local/lib/R/site-library	existing_library	library	
UCSC.utils	UCSC.utils	OK	1.8.0	/opt/mobior-full/site-library	existing_library	library	
UpSetR	UpSetR	OK	1.4.1	/opt/mobior-full/site-library	cran;existing_library	full;library	
urca	urca	OK	1.3.4	/usr/local/lib/R/site-library	existing_library	library	
urlchecker	urlchecker	OK	1.0.1	/opt/mobior-full/site-library	existing_library	library	
usethis	usethis	OK	3.2.1	/opt/mobior-full/site-library	cran;existing_library	full;library	
utf8	utf8	OK	1.2.6	/usr/local/lib/R/site-library	existing_library	library	
utils	utils	OK	4.6.0	/usr/lib/R/library	existing_library	library	
uuid	uuid	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
uwot	uwot	OK	0.2.4	/usr/local/lib/R/site-library	existing_library	library	
vctrs	vctrs	OK	0.7.3	/usr/local/lib/R/site-library	existing_library	library	
vegan	vegan	OK	2.7.5	/usr/local/lib/R/site-library	existing_library	library	
VennDiagram	VennDiagram	OK	1.8.2	/opt/mobior-full/site-library	cran;existing_library	full;library	
VGAM	VGAM	OK	1.1.14	/opt/mobior-full/site-library	existing_library	library	
vipor	vipor	OK	0.4.7	/usr/local/lib/R/site-library	existing_library	library	
viridis	viridis	OK	0.6.5	/usr/local/lib/R/site-library	existing_library	library	
viridisLite	viridisLite	OK	0.4.3	/usr/local/lib/R/site-library	existing_library	library	
vroom	vroom	OK	1.7.1	/usr/local/lib/R/site-library	existing_library	library	
vscDebugger	vscDebugger	MISSING			existing_library	library	不存在叫‘vscDebugger’这个名称的程序包
vsn	vsn	OK	3.80.0	/opt/mobior-full/site-library	existing_library	library	
waldo	waldo	OK	0.6.2	/opt/mobior-full/site-library	existing_library	library	
whisker	whisker	OK	0.4.1	/opt/mobior-full/site-library	existing_library	library	
withr	withr	OK	3.0.2	/usr/local/lib/R/site-library	existing_library	library	
wk	wk	OK	0.9.5	/opt/mobior-full/site-library	existing_library	library	
writexl	writexl	OK	1.5.4	/usr/local/lib/R/site-library	cran;existing_library	core;library	
WRS2	WRS2	OK	1.1.7	/opt/mobior-full/site-library	existing_library	library	
xfun	xfun	OK	0.58	/usr/local/lib/R/site-library	cran;existing_library	core;library	
xgboost	xgboost	OK	3.2.1.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
XML	XML	OK	3.99.0.23	/usr/local/lib/R/site-library	cran;existing_library	core;library	
xml2	xml2	OK	1.5.2	/usr/local/lib/R/site-library	existing_library	library	
xmlparsedata	xmlparsedata	OK	1.0.5	/opt/mobior-full/site-library	existing_library	library	
xopen	xopen	OK	1.0.1	/opt/mobior-full/site-library	existing_library	library	
xtable	xtable	OK	1.8.8	/opt/mobior-full/site-library	existing_library	library	
xts	xts	OK	0.14.2	/opt/mobior-full/site-library	existing_library	library	
XVector	XVector	OK	0.52.0	/usr/local/lib/R/site-library	existing_library	library	
yaml	yaml	OK	2.3.12	/usr/local/lib/R/site-library	existing_library	library	
yulab.utils	yulab.utils	OK	0.2.4	/usr/local/lib/R/site-library	existing_library	library	
zCompositions	zCompositions	OK	1.6.1	/opt/mobior-full/site-library	existing_library	library	
zeallot	zeallot	OK	0.2.0	/opt/mobior-full/site-library	existing_library	library	
zigg	zigg	OK	0.0.2	/opt/mobior-full/site-library	existing_library	library	
zigguserDirectC	zigguserDirectC	MISSING			existing_library	library	不存在叫‘zigguserDirectC’这个名称的程序包
zigguserDirectCpp	zigguserDirectCpp	MISSING			existing_library	library	不存在叫‘zigguserDirectCpp’这个名称的程序包
zigguserHeaderCpp	zigguserHeaderCpp	MISSING			existing_library	library	不存在叫‘zigguserHeaderCpp’这个名称的程序包
zigguserHeaderRcpp	zigguserHeaderRcpp	MISSING			existing_library	library	不存在叫‘zigguserHeaderRcpp’这个名称的程序包
zip	zip	OK	2.3.3	/usr/local/lib/R/site-library	existing_library	library	
zlibbioc	zlibbioc	MISSING			existing_library	library	不存在叫‘zlibbioc’这个名称的程序包
zoo	zoo	OK	1.8.15	/usr/local/lib/R/site-library	existing_library	library	
